Date,Division,Pipeline,Weighted Pipeline,Closed Sales,Win Rate,Revenue,EBITDA,Cash Collections,Utilization,Headcount,Backlog,FTE
2024-04-30,Clintrex,0.0,0.0,0.0,,566470.0,295883.9646095579,0.0,,2.0,0.0,2.0
2024-04-30,Corporate,0.0,0.0,0.0,,0.0,-167290.8300688267,0.0,,5.0,0.0,5.0
2024-04-30,Design Science,0.0,0.0,0.0,,735075.25,240639.49358877324,0.0,,,0.0,
2024-04-30,Modality,3042000.0,2033599.9999999998,1018000.0,66.8507560815253,549319.2800000003,233456.78561203348,0.0,60.36883682920185,15.0,3122128.14,14.328125
2024-04-30,Suttons Creek,0.0,0.0,2305396.0,,868526.2311457698,252887.03710878096,0.0,40.67426108374382,15.0,0.0,14.227272727272727
2024-04-30,ToxStrategies,6531000.000000001,3871000.0,0.0,59.2711682743837,2134735.87,479720.30244574544,0.0,66.01166682603358,85.0,14328535.300000003,70.34269230769229
2024-05-31,Clintrex,0.0,0.0,0.0,,513970.0,290540.24007299996,0.0,,2.0,0.0,2.0
2024-05-31,Corporate,0.0,0.0,0.0,,0.0,-156932.3500688267,0.0,,5.0,0.0,5.0
2024-05-31,Design Science,0.0,0.0,0.0,,842578.93,350695.0995182814,0.0,,,0.0,
2024-05-31,Modality,2979200.0,2010720.0,336000.0,67.49194414607949,486080.93,224867.05561203323,0.0,63.648715415019765,15.0,2288645.5999999996,14.902173913
2024-05-31,Suttons Creek,0.0,0.0,390668.0,,930091.0134432504,294321.2784586567,0.0,40.610315712188,16.0,0.0,14.869565217391305
2024-05-31,ToxStrategies,6283120.86,3586863.87,0.0,57.087297060206474,2101855.5500000007,480610.71244574554,0.0,62.43925190982217,85.0,13992978.869999997,70.34269230769229
2024-06-30,Clintrex,0.0,0.0,0.0,,664577.49,326152.56588549993,0.0,,7.0,0.0,3.68
2024-06-30,Corporate,0.0,0.0,0.0,,0.0,-159365.84006882668,0.0,,5.0,0.0,5.0
2024-06-30,Design Science,0.0,0.0,0.0,,606007.89,141780.48271020086,0.0,,,0.0,
2024-06-30,Modality,3601000.0,2457000.0,139200.0,68.23104693140793,442711.5599999997,162512.00561203287,0.0,72.3223949337939,15.0,2004959.2,14.553125000000001
2024-06-30,Suttons Creek,0.0,0.0,1692148.49,,1048501.714625239,402064.28115325025,0.0,50.00925925925927,17.0,0.0,16.25
2024-06-30,ToxStrategies,6710229.86,3814910.37,0.0,56.85215632836756,1918935.879999999,331316.972445745,0.0,65.75530773901993,86.0,13689984.03,70.6926923076923
2024-07-31,Clintrex,0.0,0.0,0.0,,620340.57,328977.1858333333,0.0,,7.0,0.0,6.8
2024-07-31,Corporate,0.0,0.0,0.0,,0.0,-167512.4500688267,0.0,,5.0,0.0,5.0
2024-07-31,Design Science,0.0,0.0,0.0,,405407.5800000001,-54489.03870807623,0.0,,,0.0,
2024-07-31,Modality,4345000.000000001,2881800.0,195000.0,66.32451093210587,397448.3400000002,121599.63614536676,0.0,66.05190075119508,16.0,2020419.2000000002,15.605978261
2024-07-31,Suttons Creek,0.0,0.0,3918531.41,,923073.83,274440.74,0.0,37.02961215932917,21.0,8616851.50009425,18.82608695652174
2024-07-31,ToxStrategies,7257710.0,5206910.0,0.0,71.74315314334686,2051869.2400000002,506516.5427457446,0.0,60.910376886681796,87.0,13955621.85,70.99486622073577
2024-08-31,Clintrex,0.0,0.0,0.0,,767500.0000000001,428982.96104166674,363055.0,,7.0,0.0,6.8
2024-08-31,Corporate,0.0,0.0,0.0,,0.0,-174096.1655688267,0.0,,6.0,0.0,5.590909090909091
2024-08-31,Design Science,0.0,0.0,0.0,,501480.29999999993,58091.445944661,0.0,,,0.0,
2024-08-31,Modality,4920000.0,3466000.0,1118500.3599999999,70.44715447154472,423112.6599999999,123954.13431203316,326973.28,74.27109634551495,18.0,1967695.0,16.71306818109091
2024-08-31,Suttons Creek,0.0,0.0,354289.08999999997,,898413.72,196373.719075,1453847.7599999998,47.144886363636346,21.0,8239970.278800001,21.0
2024-08-31,ToxStrategies,6760775.56,4859735.004,0.0,71.88132427812765,2092688.6500000004,588499.6878067936,1930987.2800000005,65.3883860740331,86.0,15534456.860000001,71.11541958041957
2024-09-30,Clintrex,0.0,0.0,0.0,,795000.0,401283.79104166664,315117.49,,7.0,0.0,6.8
2024-09-30,Corporate,0.0,0.0,0.0,,0.0,-185024.9155688267,0.0,,6.0,0.0,6.0
2024-09-30,Design Science,0.0,0.0,0.0,,669674.85,180327.62749386198,0.0,,,0.0,
2024-09-30,Modality,2298000.0,1605600.0,209000.0,69.86945169712794,402337.8800000001,120150.21431203332,453767.58999999997,67.10722761596548,18.0,2658735.0,17.714285714
2024-09-30,Suttons Creek,0.0,0.0,299166.83,,1067723.51,265562.549075,1284338.65,44.95895522388061,21.0,7306021.38356,20.952380952380953
2024-09-30,ToxStrategies,6542419.559999999,4545420.803999999,0.0,69.47614353243955,2040763.539999999,565340.927806794,1874927.2899999998,65.6592255492422,87.0,16778076.68,70.78316849816848
2024-10-31,Clintrex,0.0,0.0,0.0,,748034.3300000001,346414.0810416668,599294.84,,7.0,0.0,6.539130434782608
2024-10-31,Corporate,0.0,0.0,0.0,,0.0,-182704.43556882668,0.0,,6.0,0.0,6.0
2024-10-31,Design Science,0.0,0.0,0.0,,827884.8700000001,372386.1732344262,0.0,,,0.0,
2024-10-31,Modality,1416000.0,899999.9999999999,882000.0,63.559322033898304,489497.35999999975,155094.76431203267,509142.56,74.67879027475786,18.0,2529055.0,17.686141305
2024-10-31,Suttons Creek,0.0,0.0,802874.0,,988861.56,212206.6090750001,1483649.25,49.37681159420288,20.0,7292542.56304958,20.0
2024-10-31,ToxStrategies,6117389.56,4279928.604,0.0,69.96331624824627,2352725.9800000004,847192.2078067944,2788339.18,70.24285549500138,88.0,16089537.789999994,71.45138795986621
2024-11-30,Clintrex,0.0,0.0,0.0,,698400.0,380893.77104166645,370782.81,,6.0,0.0,5.8
2024-11-30,Corporate,0.0,0.0,0.0,,0.0,-171744.9155688267,0.0,,6.0,0.0,6.0
2024-11-30,Design Science,0.0,0.0,0.0,,477758.76999999996,24237.423882060477,0.0,,,0.0,
2024-11-30,Modality,2315000.0,1455200.0,612000.0,62.85961123110152,544810.03,227154.55431203352,463368.77,67.2301243729815,18.0,2391669.9998000003,17.490000000000002
2024-11-30,Suttons Creek,0.0,0.0,1647833.0,,1329938.6,576601.2090750001,1074907.9000000001,51.05886243386244,20.0,7729696.86221801,20.0
2024-11-30,ToxStrategies,5961961.56,4202089.604000001,0.0,70.48166214610751,2144084.9299999997,600693.4578067907,1542484.7,60.78743647832401,89.0,15426465.919999998,72.55285714285714
2024-12-31,Clintrex,0.0,0.0,0.0,,608728.4682215288,308175.77926319547,762276.41,,6.0,0.0,5.8
2024-12-31,Corporate,0.0,0.0,0.0,,0.0,-171744.9155688267,0.0,,7.0,0.0,6.318181818181818
2024-12-31,Design Science,0.0,0.0,0.0,,605127.13,87720.91393696942,0.0,,,0.0,
2024-12-31,Modality,3209500.0000000005,2124700.0,279000.0,66.20034273251284,430931.39,77403.164312033,273975.20999999996,52.03142113910187,18.0,2053620.0,17.05
2024-12-31,Suttons Creek,0.0,0.0,353321.4,,1259483.65,476834.439075,1762000.48,33.49041889483066,22.0,6786037.71058863,22.0
2024-12-31,ToxStrategies,6402809.56,4502243.604,0.0,70.31668772606756,1607777.8200000003,63557.79780679755,2434154.29,52.17070888462316,89.0,14683618.079999996,70.70545454545453
2025-01-31,Clintrex,0.0,0.0,0.0,,707000.0,357533.67000000004,613240.01,,8.0,5919000.0,7.060869565217391
2025-01-31,Corporate,0.0,0.0,0.0,,0.0,-182976.37,0.0,,7.0,0.0,7.0
2025-01-31,Design Science,0.0,0.0,0.0,,594276.62,120008.3772308227,0.0,,,0.0,
2025-01-31,Modality,2364000.0,1559599.9999999998,39000.0,65.97292724196278,419466.75,115033.50000000003,275917.52,72.79227642276423,18.0,2215920.0,17.16847826
2025-01-31,Suttons Creek,0.0,0.0,6077676.780000001,,1300668.43,365066.26999999996,1452188.04,51.606757340241806,23.0,12086294.5768269,21.782608695652172
2025-01-31,ToxStrategies,6110187.748285715,4277131.4238,0.0,70.0,2065867.14,545651.7199999999,2629355.8499999996,62.2423668028907,88.0,15744830.424800033,70.29478260869564
2025-02-28,Clintrex,0.0,0.0,0.0,,678750.0,314126.9300000001,520863.65,,8.0,5640250.0,7.8
2025-02-28,Corporate,0.0,0.0,0.0,,0.0,-175397.88250000004,0.0,,7.0,0.0,7.0
2025-02-28,Design Science,0.0,0.0,0.0,,441710.7,-2880.1212098156466,0.0,,,0.0,
2025-02-28,Modality,3279500.0,2171400.0,182500.0,66.21131270010673,346367.55,71798.77999999997,433936.16000000003,56.41557679409793,19.0,2404245.0,18.34
2025-02-28,Suttons Creek,0.0,0.0,149884.2,,1228385.6900000002,387909.2900000002,2137621.49,42.11130952380954,23.0,10944166.9663581,22.5
2025-02-28,ToxStrategies,5743576.483388572,4020503.538372,0.0,70.0,1995402.8699999999,512698.27000000014,1672331.99,69.2644398824736,88.0,16145726.934800034,69.70999999999998
2025-03-31,Clintrex,0.0,0.0,0.0,,731250.0,339435.33999999997,618750.0,,8.0,5129000.0,7.8
2025-03-31,Corporate,0.0,0.0,0.0,,0.0,-163901.04,0.0,,7.0,0.0,7.0
2025-03-31,Design Science,0.0,0.0,0.0,,603206.81,139647.83266388497,0.0,,,0.0,
2025-03-31,Modality,3162000.0,2141800.0,790500.0,67.73561037318153,414040.87,59284.03000000003,361922.19,67.6470588235294,18.0,2175650.0,17.491904761904763
2025-03-31,Suttons Creek,0.0,0.0,2044708.3699999999,,1159132.2399999998,312713.3099999996,1009473.6399999999,46.70708955223881,25.0,11874769.3882711,22.80952380952381
2025-03-31,ToxStrategies,5341526.1295513725,3739068.29068596,0.0,70.0,2056972.1100000003,508955.04000000004,1608421.35,64.74028124920815,89.0,15210597.0,71.16952380952381
2025-04-30,Clintrex,0.0,0.0,0.0,,710250.0,327579.68999999994,672298.06,,8.0,5571333.35,7.8
2025-04-30,Corporate,0.0,0.0,0.0,,0.0,-131125.84999999998,0.0,,7.0,0.0,7.0
2025-04-30,Design Science,0.0,0.0,0.0,,443510.06999999995,2275.563312340528,0.0,,,0.0,
2025-04-30,Modality,3214000.0,2257800.0,498000.0,70.24891101431238,493423.81000000006,135985.83000000007,344290.77,68.10326195384717,18.0,2637445.0,16.335454545454546
2025-04-30,Suttons Creek,0.0,0.0,1352913.0,,1182057.65,278001.40000000014,858127.3,40.51799242424241,25.0,11603449.2174336,24.59090909090909
2025-04-30,ToxStrategies,5644796.039187262,4026196.827431083,0.0,71.32581583958834,2087752.4900000002,440938.7100000002,2516148.5999999996,65.0934586940015,90.0,15841582.656999998,72.90545454545453
2025-05-31,Clintrex,0.0,0.0,0.0,,702067.2400000002,330107.57000000007,810710.0,,8.0,6111416.68,7.8
2025-05-31,Corporate,0.0,0.0,0.0,,0.0,-174450.06999999995,0.0,,7.0,0.0,7.0
2025-05-31,Design Science,0.0,0.0,0.0,,466467.97000000003,7383.787763370616,0.0,,,0.0,
2025-05-31,Modality,3074500.0,2205700.0,311000.0,71.74174662546756,410417.44999999995,153483.1,445274.97000000003,65.98098665614935,16.0,2974495.0,15.83
2025-05-31,Suttons Creek,52699012.25,5545655.705,113165.0,10.523263090191978,1382162.8100000005,452724.4700000008,1811697.6500000001,39.17271784232366,28.0,9552320.47714286,26.772727272727273
2025-05-31,ToxStrategies,5989553.999999999,3775712.4,0.0,63.03828966230207,2011987.93,472408.04000000027,2562654.6999999997,60.42159367702169,91.0,16026196.657000007,73.6231964809384
2025-06-30,Clintrex,3142000.0,0.0,0.0,0.0,734507.96,344268.9200000001,789375.21,,8.0,8030500.0,7.8
2025-06-30,Corporate,0.0,0.0,0.0,,0.0,-223468.81000000006,0.0,,8.0,0.0,8.0
2025-06-30,Design Science,0.0,0.0,0.0,,421938.95,-38718.107848476866,0.0,,,0.0,
2025-06-30,Modality,2561500.0,1838700.0,486000.0,71.78215889127463,404583.86,91180.52999999997,172333.38,61.895110410094645,20.0,2877350.0,17.142857142857146
2025-06-30,Suttons Creek,53207205.0,7096043.21,212232.25,13.336620876815461,1273481.7699999996,302722.2299999993,917225.1799999999,44.16486291486293,28.0,8416017.490288261,28.0
2025-06-30,ToxStrategies,6042042.0,3894428.4,0.0,64.4555003093325,1967187.3200000003,396733.6800000003,2308057.62,61.44138970704728,91.0,15124401.110000009,73.05999999999999
2025-07-31,Clintrex,3142000.0,0.0,0.0,0.0,656281.3700000001,256824.78000000032,808507.97,,10.0,7475750.0,8.782608695652174
2025-07-31,Corporate,0.0,0.0,0.0,,0.0,-222050.4599999999,0.0,,8.0,0.0,8.0
2025-07-31,Design Science,0.0,0.0,0.0,,441681.32999999996,-2958.047463945608,0.0,,,0.0,
2025-07-31,Modality,2978000.0,2008800.0,824000.0,67.45466756212221,479504.76000000007,129447.25,557320.59,54.12260664236948,19.0,2762590.0,18.939999999999998
2025-07-31,Suttons Creek,49775149.3,8890359.02,692802.0,17.861039384165146,1039107.4499999993,93738.61999999959,1416955.3,36.388888888888886,29.0,8604499.993332345,28.17391304347826
2025-07-31,ToxStrategies,6197842.0,3993549.1999999997,0.0,64.4345112379438,2322940.93,594522.6300000004,1918058.3199999994,61.72386301703053,93.0,14610778.03000001,73.27739130434782
2025-08-31,Clintrex,5200000.0,825000.0,0.0,15.865384615384615,725606.39,288207.7999999997,464000.0,,9.0,8197250.0,9.0
2025-08-31,Corporate,0.0,0.0,0.0,,0.0,-230260.6700000001,0.0,,8.0,0.0,7.523809523809524
2025-08-31,Design Science,0.0,0.0,0.0,,476548.26999999996,37770.79106068142,0.0,,,0.0,
2025-08-31,Modality,2823000.0,1908200.0,562000.0,67.59475735033652,371256.9700000001,50796.83999999988,279547.83,57.11725550435229,19.0,2944200.0,18.740000000000002
2025-08-31,Suttons Creek,40649840.0,6900142.02,1623398.0,16.97458592702948,1246491.2400000002,377255.1300000003,1127989.13,41.219284188034194,29.0,9250904.108,28.285714285714285
2025-08-31,ToxStrategies,6596356.8,3928275.7199999997,0.0,59.552201906361404,2141576.629999999,482515.4799999981,2018533.3800000001,59.739932693848594,97.0,15090742.350000007,77.5790476190476
2025-09-30,Clintrex,5060000.0,663000.0,0.0,13.102766798418974,831500.0,452132.4900000002,574000.4299999999,,9.0,7643250.0,9.0
2025-09-30,Corporate,0.0,0.0,0.0,,0.0,-208227.36000000002,0.0,,7.0,0.0,7.0
2025-09-30,Design Science,0.0,0.0,0.0,,681043.9999999999,239390.31372477236,0.0,,,0.0,
2025-09-30,Modality,3032000.0,2026199.9999999998,541000.0,66.82717678100263,402299.85,77299.85000000015,410932.73,59.51101334535265,20.0,3104720.0,17.554242424242425
2025-09-30,Suttons Creek,28547326.0,5720424.15,1407867.0,20.038388709331308,1434539.6900000013,411535.5200000014,852255.45,44.330505655355985,30.0,8675046.6555,28.77272727272727
2025-09-30,ToxStrategies,5829336.0,3727708.26,0.0,63.94739057758895,2224689.009999999,491633.4500000009,2220843.9499999997,62.97636513275603,96.0,15362959.870000003,75.36454545454545
2025-10-31,Clintrex,7150000.0,1522000.0,0.0,21.286713286713287,772000.0,346698.1399999998,1107627.33,,9.0,7980000.0,9.0
2025-10-31,Corporate,0.0,0.0,0.0,,0.0,-168531.15999999968,0.0,,7.0,0.0,7.0
2025-10-31,Design Science,0.0,0.0,0.0,,526625.04,207008.77886560047,0.0,,,0.0,
2025-10-31,Modality,5098000.0,3201900.0,165000.0,62.80698313063947,598893.7399999998,233448.44999999963,612347.89,65.5729574158936,19.0,2832064.0,18.560000000000002
2025-10-31,Suttons Creek,31289710.0,7865379.9,1747052.0,25.137273244143206,1749187.1799999992,715312.5899999986,1990853.1900000002,45.18796528716398,30.0,8714633.395000001,27.79102384291725
2025-10-31,ToxStrategies,5689716.0,3733867.3,0.0,65.6248448955976,2308993.12,563658.9299999977,1958783.5500000003,60.05926355705672,96.0,15374001.470000008,77.84695652173912
2025-11-30,Clintrex,6280000.0,901000.0,0.0,14.347133757961783,936852.12,515953.91,504990.0,,9.0,8385999.999999999,9.0
2025-11-30,Corporate,0.0,0.0,0.0,,0.0,-180845.1400000001,0.0,,7.0,0.0,7.0
2025-11-30,Design Science,0.0,0.0,0.0,,452659.16,36016.68886560037,0.0,,,0.0,
2025-11-30,Modality,4370000.0,2868300.0,339000.0,65.63615560640731,362370.16000000015,-592.0899999997928,401775.75,52.84740324844596,19.0,2692940.0,18.584375
2025-11-30,Suttons Creek,33145884.000000004,7920255.58,2332184.0,23.895140585177934,1337193.7199999993,479250.52000000037,1275289.6300000001,39.889023031203585,29.0,8990884.219499998,28.433333333333334
2025-11-30,ToxStrategies,6082523.999999999,3909651.5,0.0,64.27679529090227,1941750.700000003,344157.1000000038,1752574.9200000002,56.7023625005871,98.0,15255495.690000009,79.0975
2025-12-31,Clintrex,7025000.0,1183500.0,0.0,16.84697508896797,1004592.85,462830.39999999985,997934.12,,9.0,7389000.0,9.0
2025-12-31,Corporate,0.0,0.0,0.0,,0.0,246159.03000000026,0.0,,8.0,0.0,7.521739130434782
2025-12-31,Design Science,0.0,0.0,0.0,,619774.74,180491.98000000004,0.0,,,1828280.3800000004,
2025-12-31,Modality,4394000.0,2888100.0,584000.0,65.72826581702321,123879.65000000001,-255638.99000000005,685833.3999999999,42.951372299198376,20.0,3238770.0,19.38
2025-12-31,Suttons Creek,32196320.8,8154739.040000001,1710074.0,25.328170540529587,1656909.8100000015,769158.7000000009,1928339.46,34.47936357908002,29.0,8963119.304699998,29.0
2025-12-31,ToxStrategies,5928524.0,3816582.5,0.0,64.37660537428877,1917073.7299999967,408923.59999999776,2795051.15,48.29722632529132,96.0,16640818.960000008,77.40130434782608
2026-01-31,Clintrex,6940000.0,988000.0,0.0,14.236311239193084,898078.13,437575.97000000003,648639.0,,9.0,7576000.0,9.0
2026-01-31,Corporate,0.0,0.0,0.0,,0.0,-272526.25,0.0,,8.0,0.0,8.0
2026-01-31,Design Science,4404605.0,1830976.5,0.0,41.56959591155166,677297.76,189040.13000000006,0.0,,,2347468.06,
2026-01-31,Modality,4051000.0,2610800.0,1287500.0,64.44828437422858,511016.92,141156.76999999996,434947.41000000003,62.81283422459894,20.0,3532625.0,20.0
2026-01-31,Suttons Creek,35061904.99,9481024.519000001,1180511.69,27.040814016534704,1201514.29,259752.7,1880452.99,38.05285177595628,31.0,8138779.209999999,30.0
2026-01-31,ToxStrategies,6378374.0,4071988.2599999993,0.0,63.84053772952165,2105347.28,467539.88999999955,2258147.5,58.512752493111286,95.0,15375433.170000004,75.40545454545453
2026-02-28,Clintrex,10382000.0,3862560.0,0.0,37.20439221729917,869269.74,423188.05000000005,943041.85,,10.0,8579000.0,9.5
2026-02-28,Corporate,0.0,0.0,0.0,,0.0,-282309.56,0.0,,8.0,0.0,8.0
2026-02-28,Design Science,0.0,0.0,0.0,,690680.07,178283.91999999993,0.0,,,0.0,
2026-02-28,Modality,4896000.0,2911000.0,1129000.0,59.45669934640523,547586.4,182014.3900000001,568810.87,65.59485294117647,20.0,4369560.0,20.0
2026-02-28,Suttons Creek,33296450.99,9170496.589,293230.0,27.54196413231607,1606090.1799999997,717062.1799999997,979698.7100000001,34.3158143939394,31.0,6391446.115099999,30.05
2026-02-28,ToxStrategies,4244394.0,2584662.3000000003,496664.0,60.895908815251374,2025999.06,372292.0999999994,1694130.1800000002,59.45593351372246,95.0,16265731.930000009,75.96
